FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S08000029,2020,Count,Deaths,72,All,All,COVID-19 related,Care Home,Fife
S08000029,w/c 2020-01-27,Count,Deaths,79,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,17,All,All,COVID-19 related,Home / Non-institution,Fife
S08000029,2020,Count,Deaths,195,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-05-11,Count,Deaths,81,All,All,All causes,All,Fife
S08000029,w/c 2020-06-08,Count,Deaths,51,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,0,All,All,All causes,Other institution,Fife
S08000029,w/c 2020-05-04,Count,Deaths,19,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-04-20,Count,Deaths,102,All,All,All causes,All,Fife
S08000029,w/c 2020-05-25,Count,Deaths,90,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,927,All,All,All causes,Hospital,Fife
S08000029,w/c 2020-03-09,Count,Deaths,80,All,All,All causes,All,Fife
S08000029,w/c 2019-12-30,Count,Deaths,70,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,634,All,All,All causes,Home / Non-institution,Fife
S08000029,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-05-04,Count,Deaths,91,All,All,All causes,All,Fife
S08000029,w/c 2020-02-17,Count,Deaths,88,All,All,All causes,All,Fife
S08000029,w/c 2020-02-10,Count,Deaths,80,All,All,All causes,All,Fife
S08000029,w/c 2020-04-13,Count,Deaths,113,All,All,All causes,All,Fife
S08000029,w/c 2020-06-01,Count,Deaths,71,All,All,All causes,All,Fife
S08000029,w/c 2020-03-02,Count,Deaths,79,All,All,All causes,All,Fife
S08000029,w/c 2020-03-16,Count,Deaths,70,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,2059,All,All,All causes,All,Fife
S08000029,w/c 2020-05-18,Count,Deaths,67,All,All,All causes,All,Fife
S08000029,w/c 2020-01-20,Count,Deaths,96,All,All,All causes,All,Fife
S08000029,w/c 2020-02-03,Count,Deaths,81,All,All,All causes,All,Fife
S08000029,w/c 2020-01-06,Count,Deaths,96,All,All,All causes,All,Fife
S08000029,2020,Count,Deaths,498,All,All,All causes,Care Home,Fife
S08000029,w/c 2020-03-23,Count,Deaths,98,All,All,All causes,All,Fife
S08000029,w/c 2020-05-11,Count,Deaths,15,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-04-27,Count,Deaths,110,All,All,All causes,All,Fife
S08000029,w/c 2020-04-06,Count,Deaths,109,All,All,All causes,All,Fife
S08000029,w/c 2020-03-16,Count,Deaths,2,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-01-13,Count,Deaths,96,All,All,All causes,All,Fife
S08000029,w/c 2020-04-13,Count,Deaths,39,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-05-18,Count,Deaths,4,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-02-24,Count,Deaths,79,All,All,All causes,All,Fife
S08000029,w/c 2020-04-06,Count,Deaths,31,All,All,COVID-19 related,All,Fife
S08000029,w/c 2020-05-25,Count,Deaths,8,All,All,COVID-19 related,All,Fife
S08000030,w/c 2020-03-30,Count,Deaths,126,All,All,All causes,All,Tayside
S08000030,w/c 2019-12-30,Count,Deaths,96,All,All,All causes,All,Tayside
S08000030,w/c 2020-02-03,Count,Deaths,97,All,All,All causes,All,Tayside
S08000030,w/c 2020-03-23,Count,Deaths,3,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-04-20,Count,Deaths,152,All,All,All causes,All,Tayside
S08000030,w/c 2020-06-01,Count,Deaths,9,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-05-18,Count,Deaths,105,All,All,All causes,All,Tayside
S08000030,w/c 2020-04-13,Count,Deaths,171,All,All,All causes,All,Tayside
S08000030,w/c 2020-02-17,Count,Deaths,98,All,All,All causes,All,Tayside
S08000030,w/c 2020-03-23,Count,Deaths,96,All,All,All causes,All,Tayside
S08000030,w/c 2020-06-08,Count,Deaths,89,All,All,All causes,All,Tayside
S08000030,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Tayside
S08000030,w/c 2020-04-27,Count,Deaths,34,All,All,COVID-19 related,All,Tayside
S08000030,2020,Count,Deaths,812,All,All,All causes,Home / Non-institution,Tayside
S08000030,w/c 2020-01-27,Count,Deaths,99,All,All,All causes,All,Tayside
S08000030,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-02-24,Count,Deaths,96,All,All,All causes,All,Tayside
S08000030,w/c 2020-06-01,Count,Deaths,90,All,All,All causes,All,Tayside
S08000030,w/c 2020-01-06,Count,Deaths,156,All,All,All causes,All,Tayside
S08000030,2020,Count,Deaths,731,All,All,All causes,Care Home,Tayside
S08000030,2020,Count,Deaths,153,All,All,COVID-19 related,Care Home,Tayside
S08000030,w/c 2020-03-30,Count,Deaths,14,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-04-20,Count,Deaths,59,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-04-06,Count,Deaths,38,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-05-04,Count,Deaths,102,All,All,All causes,All,Tayside
S08000030,w/c 2020-05-11,Count,Deaths,25,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-05-25,Count,Deaths,13,All,All,COVID-19 related,All,Tayside
S08000030,2020,Count,Deaths,19,All,All,All causes,Other institution,Tayside
S08000030,w/c 2020-05-04,Count,Deaths,33,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-04-27,Count,Deaths,140,All,All,All causes,All,Tayside
S08000030,w/c 2020-01-20,Count,Deaths,107,All,All,All causes,All,Tayside
S08000030,w/c 2020-02-10,Count,Deaths,99,All,All,All causes,All,Tayside
S08000030,w/c 2020-04-06,Count,Deaths,167,All,All,All causes,All,Tayside
S08000030,w/c 2020-05-11,Count,Deaths,126,All,All,All causes,All,Tayside
S08000030,2020,Count,Deaths,1145,All,All,All causes,Hospital,Tayside
S08000030,w/c 2020-06-08,Count,Deaths,9,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-03-09,Count,Deaths,94,All,All,All causes,All,Tayside
S08000030,w/c 2020-04-13,Count,Deaths,51,All,All,COVID-19 related,All,Tayside
S08000030,w/c 2020-05-18,Count,Deaths,19,All,All,COVID-19 related,All,Tayside
S08000030,2020,Count,Deaths,307,All,All,COVID-19 related,All,Tayside
S08000030,2020,Count,Deaths,27,All,All,COVID-19 related,Home / Non-institution,Tayside
S08000030,w/c 2020-03-02,Count,Deaths,86,All,All,All causes,All,Tayside
S08000030,w/c 2020-01-13,Count,Deaths,118,All,All,All causes,All,Tayside
S08000030,w/c 2020-05-25,Count,Deaths,105,All,All,All causes,All,Tayside
S08000030,w/c 2020-03-16,Count,Deaths,92,All,All,All causes,All,Tayside
S08000030,2020,Count,Deaths,2707,All,All,All causes,All,Tayside
S08000030,2020,Count,Deaths,127,All,All,COVID-19 related,Hospital,Tayside
S08000031,2020,Count,Deaths,1300,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-30,Count,Deaths,107,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-16,Count,Deaths,264,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-05-18,Count,Deaths,75,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-13,Count,Deaths,197,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-09,Count,Deaths,244,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-27,Count,Deaths,170,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-01-20,Count,Deaths,235,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-13,Count,Deaths,482,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-16,Count,Deaths,3,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-06,Count,Deaths,193,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-05-11,Count,Deaths,118,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,18,All,All,All causes,Other institution,Greater Glasgow and Clyde
S08000031,w/c 2020-04-20,Count,Deaths,518,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2019-12-30,Count,Deaths,250,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-02-17,Count,Deaths,238,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,7435,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,5,All,All,COVID-19 related,Other institution,Greater Glasgow and Clyde
S08000031,w/c 2020-03-02,Count,Deaths,283,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,2995,All,All,All causes,Hospital,Greater Glasgow and Clyde
S08000031,w/c 2020-05-11,Count,Deaths,342,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-30,Count,Deaths,479,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,2196,All,All,All causes,Home / Non-institution,Greater Glasgow and Clyde
S08000031,w/c 2020-05-18,Count,Deaths,308,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-05-04,Count,Deaths,344,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-01-13,Count,Deaths,296,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-06-08,Count,Deaths,235,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-27,Count,Deaths,410,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-05-04,Count,Deaths,126,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-06,Count,Deaths,499,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,61,All,All,COVID-19 related,Home / Non-institution,Greater Glasgow and Clyde
S08000031,w/c 2020-05-25,Count,Deaths,245,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,2226,All,All,All causes,Care Home,Greater Glasgow and Clyde
S08000031,w/c 2020-01-06,Count,Deaths,353,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,631,All,All,COVID-19 related,Hospital,Greater Glasgow and Clyde
S08000031,w/c 2020-03-23,Count,Deaths,167,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-03-23,Count,Deaths,13,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-02-24,Count,Deaths,255,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-05-25,Count,Deaths,30,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,2020,Count,Deaths,603,All,All,COVID-19 related,Care Home,Greater Glasgow and Clyde
S08000031,w/c 2020-06-01,Count,Deaths,236,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-02-03,Count,Deaths,245,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-06-01,Count,Deaths,21,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-06-08,Count,Deaths,17,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-04-20,Count,Deaths,230,All,All,COVID-19 related,All,Greater Glasgow and Clyde
S08000031,w/c 2020-01-27,Count,Deaths,264,All,All,All causes,All,Greater Glasgow and Clyde
S08000031,w/c 2020-02-10,Count,Deaths,243,All,All,All causes,All,Greater Glasgow and Clyde
S08000032,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-06-01,Count,Deaths,134,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,227,All,All,COVID-19 related,Care Home,Lanarkshire
S08000032,w/c 2020-04-27,Count,Deaths,207,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-06-08,Count,Deaths,129,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,561,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-03-23,Count,Deaths,8,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-04-20,Count,Deaths,83,All,All,COVID-19 related,All,Lanarkshire
S08000032,2020,Count,Deaths,1348,All,All,All causes,Home / Non-institution,Lanarkshire
S08000032,w/c 2020-04-13,Count,Deaths,90,All,All,COVID-19 related,All,Lanarkshire
S08000032,2020,Count,Deaths,2,All,All,COVID-19 related,Other institution,Lanarkshire
S08000032,2020,Count,Deaths,281,All,All,COVID-19 related,Hospital,Lanarkshire
S08000032,w/c 2020-05-04,Count,Deaths,207,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-02-17,Count,Deaths,144,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-03-09,Count,Deaths,143,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-05-25,Count,Deaths,142,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,15,All,All,All causes,Other institution,Lanarkshire
S08000032,w/c 2020-04-27,Count,Deaths,74,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-04-20,Count,Deaths,238,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,1737,All,All,All causes,Hospital,Lanarkshire
S08000032,w/c 2020-02-24,Count,Deaths,136,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-01-13,Count,Deaths,165,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-01-20,Count,Deaths,161,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,4135,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-05-18,Count,Deaths,30,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-03-30,Count,Deaths,231,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-02-10,Count,Deaths,155,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-05-11,Count,Deaths,168,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-03-30,Count,Deaths,40,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-01-06,Count,Deaths,194,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-05-25,Count,Deaths,22,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-05-18,Count,Deaths,151,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-05-11,Count,Deaths,46,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2019-12-30,Count,Deaths,138,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-04-06,Count,Deaths,90,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-05-04,Count,Deaths,51,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-04-06,Count,Deaths,274,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-06-08,Count,Deaths,9,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-03-16,Count,Deaths,138,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-02-03,Count,Deaths,169,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-06-01,Count,Deaths,18,All,All,COVID-19 related,All,Lanarkshire
S08000032,w/c 2020-03-02,Count,Deaths,151,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-04-13,Count,Deaths,272,All,All,All causes,All,Lanarkshire
S08000032,w/c 2020-01-27,Count,Deaths,151,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,1035,All,All,All causes,Care Home,Lanarkshire
S08000032,w/c 2020-03-23,Count,Deaths,137,All,All,All causes,All,Lanarkshire
S08000032,2020,Count,Deaths,51,All,All,COVID-19 related,Home / Non-institution,Lanarkshire
S12000049,w/c 2020-06-08,Count,Deaths,119,All,All,All causes,All,Glasgow City
S12000049,2020,Count,Deaths,630,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-04-20,Count,Deaths,123,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-01-20,Count,Deaths,114,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-01-27,Count,Deaths,139,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-02-24,Count,Deaths,126,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-04-06,Count,Deaths,97,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-03-02,Count,Deaths,154,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-05-11,Count,Deaths,172,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-04-27,Count,Deaths,84,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-02-17,Count,Deaths,119,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-03-16,Count,Deaths,117,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-05-25,Count,Deaths,127,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-05-11,Count,Deaths,59,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-02-03,Count,Deaths,130,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-06-01,Count,Deaths,109,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-01-06,Count,Deaths,189,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-04-06,Count,Deaths,257,All,All,All causes,All,Glasgow City
S12000049,w/c 2019-12-30,Count,Deaths,123,All,All,All causes,All,Glasgow City
S12000049,2020,Count,Deaths,12,All,All,All causes,Other institution,Glasgow City
S12000049,w/c 2020-01-13,Count,Deaths,143,All,All,All causes,All,Glasgow City
S12000049,2020,Count,Deaths,1114,All,All,All causes,Home / Non-institution,Glasgow City
S12000049,w/c 2020-03-09,Count,Deaths,136,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-02-10,Count,Deaths,113,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-05-18,Count,Deaths,32,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-05-04,Count,Deaths,162,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-03-23,Count,Deaths,77,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-04-20,Count,Deaths,271,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-03-30,Count,Deaths,46,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-04-13,Count,Deaths,224,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-05-25,Count,Deaths,13,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-06-08,Count,Deaths,10,All,All,COVID-19 related,All,Glasgow City
S12000049,2020,Count,Deaths,1041,All,All,All causes,Care Home,Glasgow City
S12000049,2020,Count,Deaths,27,All,All,COVID-19 related,Home / Non-institution,Glasgow City
S12000049,w/c 2020-05-04,Count,Deaths,58,All,All,COVID-19 related,All,Glasgow City
S12000049,2020,Count,Deaths,1530,All,All,All causes,Hospital,Glasgow City
S12000049,w/c 2020-05-18,Count,Deaths,151,All,All,All causes,All,Glasgow City
S12000049,2020,Count,Deaths,268,All,All,COVID-19 related,Care Home,Glasgow City
S12000049,w/c 2020-03-16,Count,Deaths,1,All,All,COVID-19 related,All,Glasgow City
S12000049,2020,Count,Deaths,3697,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-03-23,Count,Deaths,7,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-04-13,Count,Deaths,95,All,All,COVID-19 related,All,Glasgow City
S12000049,w/c 2020-06-01,Count,Deaths,5,All,All,COVID-19 related,All,Glasgow City
S12000049,2020,Count,Deaths,330,All,All,COVID-19 related,Hospital,Glasgow City
S12000049,2020,Count,Deaths,5,All,All,COVID-19 related,Other institution,Glasgow City
S12000049,w/c 2020-04-27,Count,Deaths,191,All,All,All causes,All,Glasgow City
S12000049,w/c 2020-03-30,Count,Deaths,234,All,All,All causes,All,Glasgow City
S12000050,2020,Count,Deaths,147,All,All,COVID-19 related,Hospital,North Lanarkshire
S12000050,w/c 2020-05-04,Count,Deaths,103,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-02-10,Count,Deaths,70,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-02-17,Count,Deaths,66,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-04-13,Count,Deaths,141,All,All,All causes,All,North Lanarkshire
S12000050,2020,Count,Deaths,91,All,All,COVID-19 related,Care Home,North Lanarkshire
S12000050,w/c 2020-05-25,Count,Deaths,70,All,All,All causes,All,North Lanarkshire
S12000050,2020,Count,Deaths,2064,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-06-08,Count,Deaths,4,All,All,COVID-19 related,All,North Lanarkshire
S12000050,w/c 2020-04-06,Count,Deaths,133,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-06-01,Count,Deaths,62,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-04-27,Count,Deaths,107,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-06-01,Count,Deaths,5,All,All,COVID-19 related,All,North Lanarkshire
S12000050,w/c 2020-04-20,Count,Deaths,115,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-03-23,Count,Deaths,78,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-05-18,Count,Deaths,8,All,All,COVID-19 related,All,North Lanarkshire
S12000050,w/c 2020-05-11,Count,Deaths,67,All,All,All causes,All,North Lanarkshire
S12000050,w/c 2020-04-13,Count,Deaths,46,All,All,COVID-19 related,All,North Lanarkshire
S12000050,w/c 2020-04-06,Count,Deaths,46,All,All,COVID-19 related,All,North Lanarkshire
S12000050,w/c 2020-03-30,Count,Deaths,28,All,All,COVID-19 related,All,North Lanarkshire
S12000050,2020,Count,Deaths,449,All,All,All causes,Care Home,North Lanarkshire
S12000050,2020,Count,Deaths,22,All,All,COVID-19 related,Home / Non-institution,North Lanarkshire
