Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S19001747,Newburgh (Aberdeenshire),0
http://statistics.gov.scot/id/statistical-geography/S19001748,Newburgh (Fife),5
http://statistics.gov.scot/id/statistical-geography/S19001749,Newcastleton,5
http://statistics.gov.scot/id/statistical-geography/S19001750,Newmachar,0
http://statistics.gov.scot/id/statistical-geography/S19001751,Newmains,15
http://statistics.gov.scot/id/statistical-geography/S19001752,"Newmarket, Lacasdal and Bruach Mairi (Newmarket, Laxdale and Marybank)",5
http://statistics.gov.scot/id/statistical-geography/S19001753,Newmilns,5
http://statistics.gov.scot/id/statistical-geography/S19001754,Newport-on-Tay and Wormit,5
http://statistics.gov.scot/id/statistical-geography/S19001755,Newton Mearns,25
http://statistics.gov.scot/id/statistical-geography/S19001756,Newton Stewart,25
http://statistics.gov.scot/id/statistical-geography/S19001757,Newtonhill,5
http://statistics.gov.scot/id/statistical-geography/S19001758,Newtonmore,5
http://statistics.gov.scot/id/statistical-geography/S19001759,Newtown St Boswells,0
http://statistics.gov.scot/id/statistical-geography/S19001760,Newtyle,5
http://statistics.gov.scot/id/statistical-geography/S19001761,North Berwick,35
http://statistics.gov.scot/id/statistical-geography/S19001762,North Kessock,0
http://statistics.gov.scot/id/statistical-geography/S19001763,North Queensferry,5
http://statistics.gov.scot/id/statistical-geography/S19001764,Oakley,5
http://statistics.gov.scot/id/statistical-geography/S19001765,Oban,85
http://statistics.gov.scot/id/statistical-geography/S19001766,Ochiltree,0
http://statistics.gov.scot/id/statistical-geography/S19001767,Old Kilpatrick,5
http://statistics.gov.scot/id/statistical-geography/S19001768,Oldmeldrum,10
http://statistics.gov.scot/id/statistical-geography/S19001769,Ormiston,0
http://statistics.gov.scot/id/statistical-geography/S19001770,Overtown,0
http://statistics.gov.scot/id/statistical-geography/S19001771,Paisley,195
http://statistics.gov.scot/id/statistical-geography/S19001772,Pathhead,5
http://statistics.gov.scot/id/statistical-geography/S19001773,Patna,0
http://statistics.gov.scot/id/statistical-geography/S19001774,Peebles,30
http://statistics.gov.scot/id/statistical-geography/S19001776,Penicuik,20
http://statistics.gov.scot/id/statistical-geography/S19001777,Perth,170
http://statistics.gov.scot/id/statistical-geography/S19001778,Peterculter,5
http://statistics.gov.scot/id/statistical-geography/S19001779,Peterhead,60
http://statistics.gov.scot/id/statistical-geography/S19001780,Pitlochry,35
http://statistics.gov.scot/id/statistical-geography/S19001781,Pitmedden,0
http://statistics.gov.scot/id/statistical-geography/S19001782,Pittenweem,5
http://statistics.gov.scot/id/statistical-geography/S19001783,Plains,0
http://statistics.gov.scot/id/statistical-geography/S19001784,Plean,5
http://statistics.gov.scot/id/statistical-geography/S19001785,Polbeth,5
http://statistics.gov.scot/id/statistical-geography/S19001786,Polmont,5
http://statistics.gov.scot/id/statistical-geography/S19001787,Port Bannatyne,0
http://statistics.gov.scot/id/statistical-geography/S19001788,Port Ellen,5
http://statistics.gov.scot/id/statistical-geography/S19001789,Port Glasgow,20
http://statistics.gov.scot/id/statistical-geography/S19001790,Portgordon,0
http://statistics.gov.scot/id/statistical-geography/S19001791,Portknockie,5
http://statistics.gov.scot/id/statistical-geography/S19001792,Portlethen,10
http://statistics.gov.scot/id/statistical-geography/S19001794,Portree,40
http://statistics.gov.scot/id/statistical-geography/S19001795,Portsoy,5
http://statistics.gov.scot/id/statistical-geography/S19001796,Potterton,0
http://statistics.gov.scot/id/statistical-geography/S19001797,Prestonpans,15
http://statistics.gov.scot/id/statistical-geography/S19001798,Prestwick,40
http://statistics.gov.scot/id/statistical-geography/S19001799,Quarrier's Village,0
http://statistics.gov.scot/id/statistical-geography/S19001800,Quarter,0
http://statistics.gov.scot/id/statistical-geography/S19001801,Queenzieburn,0
http://statistics.gov.scot/id/statistical-geography/S19001802,Ratho,0
http://statistics.gov.scot/id/statistical-geography/S19001803,Redding,5
http://statistics.gov.scot/id/statistical-geography/S19001804,Reddingmuirhead,5
http://statistics.gov.scot/id/statistical-geography/S19001805,Renfrew,80
http://statistics.gov.scot/id/statistical-geography/S19001806,Renton,0
http://statistics.gov.scot/id/statistical-geography/S19001807,Rhu,5
http://statistics.gov.scot/id/statistical-geography/S19001809,Rosehearty,0
http://statistics.gov.scot/id/statistical-geography/S19001810,Rosemarkie,0
http://statistics.gov.scot/id/statistical-geography/S19001811,Rosewell,0
http://statistics.gov.scot/id/statistical-geography/S19001812,Roslin,5
http://statistics.gov.scot/id/statistical-geography/S19001813,Rosneath,0
http://statistics.gov.scot/id/statistical-geography/S19001814,Rosyth,30
http://statistics.gov.scot/id/statistical-geography/S19001815,Rothes,5
http://statistics.gov.scot/id/statistical-geography/S19001816,Rothesay,25
http://statistics.gov.scot/id/statistical-geography/S19001817,Rothienorman,0
http://statistics.gov.scot/id/statistical-geography/S19001819,Rutherglen,60
http://statistics.gov.scot/id/statistical-geography/S19001820,Saline,0
http://statistics.gov.scot/id/statistical-geography/S19001821,Salsburgh,0
http://statistics.gov.scot/id/statistical-geography/S19001822,Saltcoats,35
http://statistics.gov.scot/id/statistical-geography/S19001823,Sandbank,5
http://statistics.gov.scot/id/statistical-geography/S19001824,Sandhaven,5
http://statistics.gov.scot/id/statistical-geography/S19001825,Sanndabhaig (Sandwick),0
http://statistics.gov.scot/id/statistical-geography/S19001826,Sanquhar,5
http://statistics.gov.scot/id/statistical-geography/S19001827,Sauchie,10
http://statistics.gov.scot/id/statistical-geography/S19001829,Scone,5
http://statistics.gov.scot/id/statistical-geography/S19001830,Seafield,0
http://statistics.gov.scot/id/statistical-geography/S19001831,Selkirk,20
http://statistics.gov.scot/id/statistical-geography/S19001832,Shieldhill,0
http://statistics.gov.scot/id/statistical-geography/S19001833,Shotts,20
http://statistics.gov.scot/id/statistical-geography/S19001834,Skelmorlie,5
http://statistics.gov.scot/id/statistical-geography/S19001835,Slamannan,0
http://statistics.gov.scot/id/statistical-geography/S19001836,Smithton,0
http://statistics.gov.scot/id/statistical-geography/S19001837,South Queensferry,35
http://statistics.gov.scot/id/statistical-geography/S19001839,Springfield,0
http://statistics.gov.scot/id/statistical-geography/S19001840,Springside,0
http://statistics.gov.scot/id/statistical-geography/S19001841,St Andrews,80
http://statistics.gov.scot/id/statistical-geography/S19001842,St Boswells,0
http://statistics.gov.scot/id/statistical-geography/S19001844,St Cyrus,0
http://statistics.gov.scot/id/statistical-geography/S19001847,St Monans,0
http://statistics.gov.scot/id/statistical-geography/S19001848,Stamperland,0
http://statistics.gov.scot/id/statistical-geography/S19001849,Stanley,5
http://statistics.gov.scot/id/statistical-geography/S19001850,Stenhousemuir,10
http://statistics.gov.scot/id/statistical-geography/S19001851,Steornabhagh (Stornoway),35
http://statistics.gov.scot/id/statistical-geography/S19001852,Stepps,20
http://statistics.gov.scot/id/statistical-geography/S19001853,Stevenston,15
http://statistics.gov.scot/id/statistical-geography/S19001854,Stewarton,15
http://statistics.gov.scot/id/statistical-geography/S19001855,Stirling,155
http://statistics.gov.scot/id/statistical-geography/S19001856,Stonehaven,35
http://statistics.gov.scot/id/statistical-geography/S19001857,Stonehouse,5
http://statistics.gov.scot/id/statistical-geography/S19001858,Stoneyburn,0
http://statistics.gov.scot/id/statistical-geography/S19001859,Stow,0
http://statistics.gov.scot/id/statistical-geography/S19001860,Stranraer,50
http://statistics.gov.scot/id/statistical-geography/S19001861,Strathaven,20
http://statistics.gov.scot/id/statistical-geography/S19001862,Strathblane,0
http://statistics.gov.scot/id/statistical-geography/S19001865,Strathpeffer,5
http://statistics.gov.scot/id/statistical-geography/S19001866,Strichen,5
http://statistics.gov.scot/id/statistical-geography/S19001867,Stromness,5
http://statistics.gov.scot/id/statistical-geography/S19001868,Stuartfield,0
http://statistics.gov.scot/id/statistical-geography/S19001871,Tain,15
http://statistics.gov.scot/id/statistical-geography/S19001872,Tarbert,10
http://statistics.gov.scot/id/statistical-geography/S19001873,Tarbolton,0
http://statistics.gov.scot/id/statistical-geography/S19001874,Tarland,0
http://statistics.gov.scot/id/statistical-geography/S19001876,Tayport,10
http://statistics.gov.scot/id/statistical-geography/S19001877,Thankerton,0
http://statistics.gov.scot/id/statistical-geography/S19001878,Thornhill (Dumfries and Galloway),10
http://statistics.gov.scot/id/statistical-geography/S19001879,Thornhill (Stirling),5
http://statistics.gov.scot/id/statistical-geography/S19001880,Thornliebank,5
http://statistics.gov.scot/id/statistical-geography/S19001881,Thornton,5
http://statistics.gov.scot/id/statistical-geography/S19001882,Thorntonhall,0
http://statistics.gov.scot/id/statistical-geography/S19001883,Thurso,35
http://statistics.gov.scot/id/statistical-geography/S19001884,Tighnabruaich,5
http://statistics.gov.scot/id/statistical-geography/S19001885,Tillicoultry,20
http://statistics.gov.scot/id/statistical-geography/S19001886,Tobermory,15
http://statistics.gov.scot/id/statistical-geography/S19001887,Torphichen,0
http://statistics.gov.scot/id/statistical-geography/S19001888,Torphins,5
http://statistics.gov.scot/id/statistical-geography/S19001889,Torrance,0
http://statistics.gov.scot/id/statistical-geography/S19001890,Torryburn and Newmills,0
http://statistics.gov.scot/id/statistical-geography/S19001891,Townhill,0
http://statistics.gov.scot/id/statistical-geography/S19001892,Tranent,25
http://statistics.gov.scot/id/statistical-geography/S19001893,Troon,40
http://statistics.gov.scot/id/statistical-geography/S19001894,Tullibody,15
http://statistics.gov.scot/id/statistical-geography/S19001895,Turriff,15
http://statistics.gov.scot/id/statistical-geography/S19001896,Twechar,0
http://statistics.gov.scot/id/statistical-geography/S19001897,Tweedbank,0
http://statistics.gov.scot/id/statistical-geography/S19001898,Uddingston,25
http://statistics.gov.scot/id/statistical-geography/S19001899,Ullapool,20
http://statistics.gov.scot/id/statistical-geography/S19001900,Uplawmoor,0
http://statistics.gov.scot/id/statistical-geography/S19001901,Viewpark,40
http://statistics.gov.scot/id/statistical-geography/S19001902,Walkerburn,0
http://statistics.gov.scot/id/statistical-geography/S19001903,Wallacestone,0
http://statistics.gov.scot/id/statistical-geography/S19001904,Wallyford,5
http://statistics.gov.scot/id/statistical-geography/S19001905,Waterfoot,0
http://statistics.gov.scot/id/statistical-geography/S19001906,Wattston,0
http://statistics.gov.scot/id/statistical-geography/S19001907,Wellbank,0
http://statistics.gov.scot/id/statistical-geography/S19001908,Wemyss Bay,5
http://statistics.gov.scot/id/statistical-geography/S19001909,West Barns,0
http://statistics.gov.scot/id/statistical-geography/S19001910,West Calder,10
http://statistics.gov.scot/id/statistical-geography/S19001911,West Kilbride,5
http://statistics.gov.scot/id/statistical-geography/S19001912,West Linton,0
http://statistics.gov.scot/id/statistical-geography/S19001913,Westhill (Aberdeenshire),20
http://statistics.gov.scot/id/statistical-geography/S19001914,Westhill (Highland),5
http://statistics.gov.scot/id/statistical-geography/S19001915,Westquarter,0
http://statistics.gov.scot/id/statistical-geography/S19001916,Whitburn,30
http://statistics.gov.scot/id/statistical-geography/S19001917,Whitecraig,5
http://statistics.gov.scot/id/statistical-geography/S19001918,Whitecross,0
http://statistics.gov.scot/id/statistical-geography/S19001919,Whitehills,5
http://statistics.gov.scot/id/statistical-geography/S19001920,Whithorn,0
http://statistics.gov.scot/id/statistical-geography/S19001922,Wick,25
http://statistics.gov.scot/id/statistical-geography/S19001923,Wigtown,5
http://statistics.gov.scot/id/statistical-geography/S19001924,Winchburgh,0
http://statistics.gov.scot/id/statistical-geography/S19001925,Windygates,5
http://statistics.gov.scot/id/statistical-geography/S19001926,Wishaw,55
http://statistics.gov.scot/id/statistical-geography/S19001927,Yetholm,0
http://statistics.gov.scot/id/statistical-geography/S22000047,Aberdeen,1180
http://statistics.gov.scot/id/statistical-geography/S22000048,Alness and Invergordon,55
http://statistics.gov.scot/id/statistical-geography/S22000049,Arbroath and Montrose,135
http://statistics.gov.scot/id/statistical-geography/S22000050,Aviemore and Grantown-on-Spey,125
http://statistics.gov.scot/id/statistical-geography/S22000051,Ayr,380
http://statistics.gov.scot/id/statistical-geography/S22000052,Broadford and Kyle of Lochalsh,80
http://statistics.gov.scot/id/statistical-geography/S22000005,Campbeltown,35
http://statistics.gov.scot/id/statistical-geography/S22000053,Dalbeattie and Castle Douglas,90
http://statistics.gov.scot/id/statistical-geography/S22000054,Dumbarton and Helensburgh,215
http://statistics.gov.scot/id/statistical-geography/S22000055,Dumfries,325
http://statistics.gov.scot/id/statistical-geography/S22000056,Dundee,645
http://statistics.gov.scot/id/statistical-geography/S22000057,Dunfermline and Kirkcaldy,605
http://statistics.gov.scot/id/statistical-geography/S22000058,Dunoon and Rothesay,105
http://statistics.gov.scot/id/statistical-geography/S22000059,Edinburgh,2625
http://statistics.gov.scot/id/statistical-geography/S22000060,Elgin,320
http://statistics.gov.scot/id/statistical-geography/S22000061,Falkirk and Stirling,815
http://statistics.gov.scot/id/statistical-geography/S22000062,Fort William,210
http://statistics.gov.scot/id/statistical-geography/S22000084,Fraserburgh,65
http://statistics.gov.scot/id/statistical-geography/S22000063,Galashiels and Peebles,180
http://statistics.gov.scot/id/statistical-geography/S22000064,Girvan,45
http://statistics.gov.scot/id/statistical-geography/S22000065,Glasgow,3330
http://statistics.gov.scot/id/statistical-geography/S22000066,Golspie and Brora,55
http://statistics.gov.scot/id/statistical-geography/S22000085,Greenock,180
http://statistics.gov.scot/id/statistical-geography/S22000067,Hawick and Kelso,105
http://statistics.gov.scot/id/statistical-geography/S22000068,Inverness,435
http://statistics.gov.scot/id/statistical-geography/S22000069,Kilmarnock and Irvine,540
http://statistics.gov.scot/id/statistical-geography/S22000070,Livingston,375
http://statistics.gov.scot/id/statistical-geography/S22000086,Lochgilphead,60
http://statistics.gov.scot/id/statistical-geography/S22000071,Motherwell and Airdrie,950
http://statistics.gov.scot/id/statistical-geography/S22000032,Mull and Islay,80
