Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S01012104,Paisley South - 01,69,7.8,17.3,5.9,0
http://statistics.gov.scot/id/statistical-geography/S01012105,Paisley South - 02,27.1,50.7,14.3,7.5,0.4
http://statistics.gov.scot/id/statistical-geography/S01012106,Paisley South - 03,25.3,58.6,9.4,6.6,0
http://statistics.gov.scot/id/statistical-geography/S01012107,Paisley South - 04,27.6,50.3,15.6,6.2,0.3
http://statistics.gov.scot/id/statistical-geography/S01012108,Paisley South East - 01,0.6,96.8,0.5,2.2,0
http://statistics.gov.scot/id/statistical-geography/S01012109,Paisley South East - 02,0,86.9,4.5,8.6,0
http://statistics.gov.scot/id/statistical-geography/S01012110,Paisley South East - 03,1.7,86.6,3,8.7,0
http://statistics.gov.scot/id/statistical-geography/S01012111,Paisley South East - 04,0,73.4,12.7,13.5,0.5
http://statistics.gov.scot/id/statistical-geography/S01012112,Paisley South East - 05,9.5,71.3,15.2,4,0
http://statistics.gov.scot/id/statistical-geography/S01012113,Paisley South East - 06,14.6,49.3,6.6,29.5,0
http://statistics.gov.scot/id/statistical-geography/S01012114,Paisley South East - 07,39.2,35.7,11.2,11.5,2.4
http://statistics.gov.scot/id/statistical-geography/S01012088,Paisley South West - 01,41.8,26.8,21.6,9.8,0
http://statistics.gov.scot/id/statistical-geography/S01012089,Paisley South West - 02,23.7,23.7,49,3.6,0
http://statistics.gov.scot/id/statistical-geography/S01012090,Paisley South West - 03,77.6,1.4,19,2,0
http://statistics.gov.scot/id/statistical-geography/S01012091,Paisley South West - 04,3.7,5.7,34.8,55.7,0
http://statistics.gov.scot/id/statistical-geography/S01012092,Paisley South West - 05,8.8,18.4,35,37.8,0
http://statistics.gov.scot/id/statistical-geography/S01012093,Paisley South West - 06,12.4,52.2,13.4,22.1,0
http://statistics.gov.scot/id/statistical-geography/S01012094,Paisley South West - 07,59.5,9.3,27.1,4,0
http://statistics.gov.scot/id/statistical-geography/S01012074,Paisley West - 01,13.2,50.3,15.3,21.2,0
http://statistics.gov.scot/id/statistical-geography/S01012075,Paisley West - 02,52.5,3,12.2,32.3,0
http://statistics.gov.scot/id/statistical-geography/S01012076,Paisley West - 03,5.9,59.2,26.4,8.5,0
http://statistics.gov.scot/id/statistical-geography/S01012077,Paisley West - 04,12,76.5,3.7,7.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01012078,Paisley West - 05,29.7,32.1,21.4,16.8,0
http://statistics.gov.scot/id/statistical-geography/S01012079,Paisley West - 06,2.4,45.6,14.5,37.5,0
http://statistics.gov.scot/id/statistical-geography/S01012080,Paisley West - 07,2.3,55.9,19.8,22,0
http://statistics.gov.scot/id/statistical-geography/S01010056,Parkhead East and Braidfauld North - 01,2.1,71.6,11.7,8.9,5.7
http://statistics.gov.scot/id/statistical-geography/S01010057,Parkhead East and Braidfauld North - 02,0.4,74.9,14.5,0,10.2
http://statistics.gov.scot/id/statistical-geography/S01010058,Parkhead East and Braidfauld North - 03,0.6,46.8,15.3,36.8,0.6
http://statistics.gov.scot/id/statistical-geography/S01010059,Parkhead East and Braidfauld North - 04,0.7,87.7,7.2,0.2,4.2
http://statistics.gov.scot/id/statistical-geography/S01010060,Parkhead East and Braidfauld North - 05,1.5,84.2,7.2,6.9,0.2
http://statistics.gov.scot/id/statistical-geography/S01010049,Parkhead West and Barrowfield - 01,0,88,0.3,8.4,3.3
http://statistics.gov.scot/id/statistical-geography/S01010050,Parkhead West and Barrowfield - 02,1.3,66.3,8.6,23.8,0
http://statistics.gov.scot/id/statistical-geography/S01010051,Parkhead West and Barrowfield - 03,0.2,90.9,0.6,8.3,0
http://statistics.gov.scot/id/statistical-geography/S01010052,Parkhead West and Barrowfield - 04,0.1,94,0.1,5.7,0
http://statistics.gov.scot/id/statistical-geography/S01010053,Parkhead West and Barrowfield - 05,0,76.7,0.5,22.8,0
http://statistics.gov.scot/id/statistical-geography/S01010054,Parkhead West and Barrowfield - 06,0,29.3,10.2,60.5,0
http://statistics.gov.scot/id/statistical-geography/S01010055,Parkhead West and Barrowfield - 07,1.2,69.4,2,22.8,4.6
http://statistics.gov.scot/id/statistical-geography/S01008464,Parkhead and Sighthill - 01,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01008465,Parkhead and Sighthill - 02,0,95.9,0,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01008466,Parkhead and Sighthill - 03,0.3,96.6,0.3,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01008467,Parkhead and Sighthill - 04,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010393,Partick - 01,1.1,90,0.6,8.3,0
http://statistics.gov.scot/id/statistical-geography/S01010394,Partick - 02,0,96,0,3.8,0.2
http://statistics.gov.scot/id/statistical-geography/S01010395,Partick - 03,0,99.8,0.2,0,0
http://statistics.gov.scot/id/statistical-geography/S01010396,Partick - 04,0.3,98.5,0,0,1.1
http://statistics.gov.scot/id/statistical-geography/S01010397,Partickhill and Hyndland - 01,0,96.6,0,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01010398,Partickhill and Hyndland - 02,0,86.9,0.2,12.9,0
http://statistics.gov.scot/id/statistical-geography/S01010399,Partickhill and Hyndland - 03,0,94.2,0.3,5.5,0
http://statistics.gov.scot/id/statistical-geography/S01010400,Partickhill and Hyndland - 04,4.3,85.1,4.8,5.7,0
http://statistics.gov.scot/id/statistical-geography/S01010401,Partickhill and Hyndland - 05,0.2,95.4,0.2,3.9,0.2
http://statistics.gov.scot/id/statistical-geography/S01010402,Partickhill and Hyndland - 06,0,95.9,0,4,0.2
http://statistics.gov.scot/id/statistical-geography/S01011388,Pather - 01,22,26.2,34.8,17.1,0
http://statistics.gov.scot/id/statistical-geography/S01011389,Pather - 02,6.3,64.6,6.7,22,0.4
http://statistics.gov.scot/id/statistical-geography/S01011390,Pather - 03,1.7,14.5,44.3,39.4,0
http://statistics.gov.scot/id/statistical-geography/S01011391,Pather - 04,0,0,24,76,0
http://statistics.gov.scot/id/statistical-geography/S01011392,Pather - 05,0,23.2,12.3,64.5,0
http://statistics.gov.scot/id/statistical-geography/S01009527,Pathhead Central,1.1,86.2,1.1,11.6,0
http://statistics.gov.scot/id/statistical-geography/S01009524,Pathhead North West,2.7,67.9,15.9,13.5,0
http://statistics.gov.scot/id/statistical-geography/S01009528,Pathhead South and Sands,0.8,91.2,2.2,5.8,0
http://statistics.gov.scot/id/statistical-geography/S01011014,Pathhead and Rural East Midlothian - 01,10.7,30.5,25.1,33.7,0
http://statistics.gov.scot/id/statistical-geography/S01011015,Pathhead and Rural East Midlothian - 02,6.8,24.8,14.6,53.9,0
http://statistics.gov.scot/id/statistical-geography/S01011016,Pathhead and Rural East Midlothian - 03,44,19,14.9,22.2,0
http://statistics.gov.scot/id/statistical-geography/S01011017,Pathhead and Rural East Midlothian - 04,47.4,6.1,18.5,28,0
http://statistics.gov.scot/id/statistical-geography/S01011018,Pathhead and Rural East Midlothian - 05,10.4,12.5,35.2,41.9,0
http://statistics.gov.scot/id/statistical-geography/S01011019,Pathhead and Rural East Midlothian - 06,55.7,6.3,19.7,18.3,0
http://statistics.gov.scot/id/statistical-geography/S01011020,Pathhead and Rural East Midlothian - 07,48.2,1.4,36.8,13.6,0
http://statistics.gov.scot/id/statistical-geography/S01009365,Pattiesmuir,1.4,41.7,2.1,54.8,0
http://statistics.gov.scot/id/statistical-geography/S01009698,Peat Inn and Dunino,64,2,19,14.6,0.4
http://statistics.gov.scot/id/statistical-geography/S01012251,Peebles - N - Connor St,4.3,61.7,20.6,13,0.4
http://statistics.gov.scot/id/statistical-geography/S01012253,Peebles - N - Cuddyside,8.2,62.5,12.2,16.7,0.4
http://statistics.gov.scot/id/statistical-geography/S01012255,Peebles - N - Eastgate,16.2,59.5,8.8,14.6,0.9
http://statistics.gov.scot/id/statistical-geography/S01012254,Peebles - N - March St,7.7,48.5,29.2,14.2,0.5
http://statistics.gov.scot/id/statistical-geography/S01012259,Peebles - S - Caledonian-Springhill,53.7,12.5,16.4,17.4,0
http://statistics.gov.scot/id/statistical-geography/S01012256,Peebles - S - Calvalry Park,64.6,0,11.4,23.9,0
http://statistics.gov.scot/id/statistical-geography/S01012258,Peebles - S - Edderston Rd,71,6.4,14.6,7,0.9
http://statistics.gov.scot/id/statistical-geography/S01012257,Peebles - S - Gallow Hill,22.8,19.1,6,51.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01012260,Peebles - S - Victoria Park,28.3,7.6,27.3,36.6,0.2
http://statistics.gov.scot/id/statistical-geography/S01012252,Peebles North - Dalatho,20.5,55.5,22.8,1.2,0
http://statistics.gov.scot/id/statistical-geography/S01010945,Penicuik East - 01,0.4,13.7,3,83,0
http://statistics.gov.scot/id/statistical-geography/S01010946,Penicuik East - 02,0.7,14.9,46.7,37.6,0
http://statistics.gov.scot/id/statistical-geography/S01010947,Penicuik East - 03,7.7,7.3,5.7,79.4,0
http://statistics.gov.scot/id/statistical-geography/S01010948,Penicuik East - 04,0,9.7,1.4,89,0
http://statistics.gov.scot/id/statistical-geography/S01010949,Penicuik North - 01,33.4,0.6,65.2,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01010950,Penicuik North - 02,13.5,14.2,43.5,28.8,0
http://statistics.gov.scot/id/statistical-geography/S01010951,Penicuik North - 03,0,0,20.1,79.9,0
http://statistics.gov.scot/id/statistical-geography/S01010952,Penicuik North - 04,20.6,3.9,27.5,48,0
http://statistics.gov.scot/id/statistical-geography/S01010953,Penicuik North - 05,12.7,15.7,47.2,24.5,0
http://statistics.gov.scot/id/statistical-geography/S01010934,Penicuik Southeast - 01,39.2,34.3,13.1,13.4,0
http://statistics.gov.scot/id/statistical-geography/S01010935,Penicuik Southeast - 02,39.6,33.5,22.6,4.3,0
http://statistics.gov.scot/id/statistical-geography/S01010936,Penicuik Southeast - 03,10.8,76.6,10.6,2,0
http://statistics.gov.scot/id/statistical-geography/S01010937,Penicuik Southeast - 04,16,5.5,52.1,26.4,0
http://statistics.gov.scot/id/statistical-geography/S01010938,Penicuik Southeast - 05,0.8,30.3,8.1,60.9,0
http://statistics.gov.scot/id/statistical-geography/S01010939,Penicuik Southwest - 01,18.5,23.4,41,17.1,0
http://statistics.gov.scot/id/statistical-geography/S01010940,Penicuik Southwest - 02,28.4,0,71.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01010941,Penicuik Southwest - 03,23.3,0,59.8,16.9,0
http://statistics.gov.scot/id/statistical-geography/S01010942,Penicuik Southwest - 04,37.4,0,62.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01010943,Penicuik Southwest - 05,0,27.1,19.4,53.5,0
http://statistics.gov.scot/id/statistical-geography/S01010944,Penicuik Southwest - 06,0.7,52,2.3,45,0
http://statistics.gov.scot/id/statistical-geography/S01009822,Penilee - 01,19.1,10.3,13.9,56.7,0
http://statistics.gov.scot/id/statistical-geography/S01009823,Penilee - 02,0.3,54.8,3.2,41.7,0
http://statistics.gov.scot/id/statistical-geography/S01009824,Penilee - 03,11.8,45.2,6.2,36.8,0
http://statistics.gov.scot/id/statistical-geography/S01009825,Penilee - 04,0.2,49.9,4.2,45.7,0
http://statistics.gov.scot/id/statistical-geography/S01009826,Penilee - 05,0.4,68.1,0,31.5,0
http://statistics.gov.scot/id/statistical-geography/S01009827,Penilee - 06,0,41,0,59,0
http://statistics.gov.scot/id/statistical-geography/S01009828,Penilee - 07,0.5,84.6,1.5,13.4,0
http://statistics.gov.scot/id/statistical-geography/S01010954,Pentland - 01,16,3.8,59.2,21.1,0
http://statistics.gov.scot/id/statistical-geography/S01010955,Pentland - 02,37.4,5.1,45.7,11.9,0
http://statistics.gov.scot/id/statistical-geography/S01010956,Pentland - 03,34.1,28.1,22.6,15.1,0
http://statistics.gov.scot/id/statistical-geography/S01007689,Perth Road - 01,2.9,80.1,1.3,9.6,6.1
http://statistics.gov.scot/id/statistical-geography/S01007690,Perth Road - 02,4.7,72.4,2,14.3,6.7
http://statistics.gov.scot/id/statistical-geography/S01007691,Perth Road - 03,0.1,94.8,0.2,3.2,1.7
http://statistics.gov.scot/id/statistical-geography/S01007692,Perth Road - 04,2.5,85.2,7.2,4.7,0.4
http://statistics.gov.scot/id/statistical-geography/S01007693,Perth Road - 05,0.2,94.1,1.2,4.1,0.4
http://statistics.gov.scot/id/statistical-geography/S01007694,Perth Road - 06,1.4,73,8,17.6,0
http://statistics.gov.scot/id/statistical-geography/S01007078,Peterhead Bay - 01,18.1,28.7,25.7,27.5,0
http://statistics.gov.scot/id/statistical-geography/S01007079,Peterhead Bay - 02,17.2,54.4,23.3,5.1,0
http://statistics.gov.scot/id/statistical-geography/S01007080,Peterhead Bay - 03,8.9,44.4,43.5,3.2,0
http://statistics.gov.scot/id/statistical-geography/S01007081,Peterhead Harbour - 01,3.9,36.5,36.7,22.9,0
http://statistics.gov.scot/id/statistical-geography/S01007082,Peterhead Harbour - 02,9.6,37.5,44.2,8.8,0
http://statistics.gov.scot/id/statistical-geography/S01007083,Peterhead Harbour - 03,2.8,53.1,19,25.2,0
http://statistics.gov.scot/id/statistical-geography/S01007084,Peterhead Harbour - 04,16.7,42.5,35.3,5.6,0
http://statistics.gov.scot/id/statistical-geography/S01007085,Peterhead Harbour - 05,4.5,72.1,16,7.4,0
http://statistics.gov.scot/id/statistical-geography/S01007086,Peterhead Harbour - 06,1,80.4,3.9,14.7,0
http://statistics.gov.scot/id/statistical-geography/S01007087,Peterhead Harbour - 07,6,69.9,11.8,12.2,0
http://statistics.gov.scot/id/statistical-geography/S01007088,Peterhead Harbour - 08,1.1,88.9,6.7,3.3,0
http://statistics.gov.scot/id/statistical-geography/S01007072,Peterhead Links - 01,31.5,0.8,49.6,18.1,0
http://statistics.gov.scot/id/statistical-geography/S01007073,Peterhead Links - 02,35.9,0.8,47.9,15.3,0
http://statistics.gov.scot/id/statistical-geography/S01007074,Peterhead Links - 03,0.3,22.2,30,47.5,0
http://statistics.gov.scot/id/statistical-geography/S01007075,Peterhead Links - 04,0.6,10,35.6,53.8,0
http://statistics.gov.scot/id/statistical-geography/S01007076,Peterhead Links - 05,4.8,0,40.1,55.1,0
http://statistics.gov.scot/id/statistical-geography/S01007077,Peterhead Links - 06,12.2,0,61.3,26.6,0
http://statistics.gov.scot/id/statistical-geography/S01007089,Peterhead Ugieside - 01,67,0,32.2,0.9,0
http://statistics.gov.scot/id/statistical-geography/S01007090,Peterhead Ugieside - 02,14.9,11.3,66.1,7.7,0
http://statistics.gov.scot/id/statistical-geography/S01007091,Peterhead Ugieside - 03,31,5.7,63.3,0,0
http://statistics.gov.scot/id/statistical-geography/S01007092,Peterhead Ugieside - 04,4.5,11.6,63.7,20.3,0
http://statistics.gov.scot/id/statistical-geography/S01007093,Peterhead Ugieside - 05,40.5,7.5,47.3,4.7,0
http://statistics.gov.scot/id/statistical-geography/S01007094,Peterhead Ugieside - 06,44.1,0,52,3.9,0
http://statistics.gov.scot/id/statistical-geography/S01011630,Petersburn - 01,3.9,0,49.2,46.9,0
http://statistics.gov.scot/id/statistical-geography/S01011631,Petersburn - 02,0,0,17.6,82.4,0
http://statistics.gov.scot/id/statistical-geography/S01011632,Petersburn - 03,0,1.9,8.2,90,0
http://statistics.gov.scot/id/statistical-geography/S01011633,Petersburn - 04,0,36.1,5.5,58.4,0
http://statistics.gov.scot/id/statistical-geography/S01011634,Petersburn - 05,0.4,18.7,18.7,62.2,0
http://statistics.gov.scot/id/statistical-geography/S01011635,Petersburn - 06,1.1,22.8,23.5,52.7,0
http://statistics.gov.scot/id/statistical-geography/S01010203,Petershill - 01,8.8,7.6,58.4,25.2,0
http://statistics.gov.scot/id/statistical-geography/S01010204,Petershill - 02,0,95.1,3.4,1.6,0
http://statistics.gov.scot/id/statistical-geography/S01010205,Petershill - 03,0,87.5,0.3,12.2,0
http://statistics.gov.scot/id/statistical-geography/S01010207,Petershill - 05,0,91,2.1,6.9,0
http://statistics.gov.scot/id/statistical-geography/S01010208,Petershill - 06,0,96.2,0,3.8,0
http://statistics.gov.scot/id/statistical-geography/S01007977,Piersland - 01,4.6,40.5,30.6,24.3,0
http://statistics.gov.scot/id/statistical-geography/S01007978,Piersland - 02,0.8,93.1,2.3,3.8,0
http://statistics.gov.scot/id/statistical-geography/S01007979,Piersland - 03,13.7,41.9,33.4,10.7,0.2
http://statistics.gov.scot/id/statistical-geography/S01007980,Piersland - 04,11.5,40.1,45.8,2.6,0
http://statistics.gov.scot/id/statistical-geography/S01007981,Piersland - 05,16.3,0,83.7,0,0
http://statistics.gov.scot/id/statistical-geography/S01008813,Pilrig - 01,0.2,86.6,2.1,11.2,0
http://statistics.gov.scot/id/statistical-geography/S01008814,Pilrig - 02,0.5,73.1,0,26.4,0
http://statistics.gov.scot/id/statistical-geography/S01008815,Pilrig - 03,0,98.6,0,1.4,0
http://statistics.gov.scot/id/statistical-geography/S01008816,Pilrig - 04,0,91.4,0.6,8,0
http://statistics.gov.scot/id/statistical-geography/S01009311,Pitbauchlie West,0,2.9,2.9,94.3,0
http://statistics.gov.scot/id/statistical-geography/S01009360,Pitbauchlie and Pitcorthie North West,36.1,18.9,21.3,23.7,0
http://statistics.gov.scot/id/statistical-geography/S01009603,Pitcairn,77.4,8.1,1.7,12.8,0
http://statistics.gov.scot/id/statistical-geography/S01009355,Pitcorthie Central,48.1,3.2,43.3,5.4,0
http://statistics.gov.scot/id/statistical-geography/S01009356,Pitcorthie East,36.6,2.9,60.2,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01009342,Pitcorthie North,1.8,9.5,34.7,54,0
http://statistics.gov.scot/id/statistical-geography/S01009343,Pitcorthie North East,0,0.4,0.8,98.8,0
http://statistics.gov.scot/id/statistical-geography/S01009337,Pitcorthie North West,0,45.6,28.1,26.2,0
http://statistics.gov.scot/id/statistical-geography/S01009362,Pitcorthie West,34,0,59.1,6.9,0
http://statistics.gov.scot/id/statistical-geography/S01009599,Pitcoudie,2.6,5.5,1.9,90,0
http://statistics.gov.scot/id/statistical-geography/S01012009,Pitlochry - 01,53.9,3.2,31.4,8.9,2.6
http://statistics.gov.scot/id/statistical-geography/S01012010,Pitlochry - 02,44.2,29.3,23.8,2.8,0
http://statistics.gov.scot/id/statistical-geography/S01012011,Pitlochry - 03,24.7,34.4,30.7,8.2,2
http://statistics.gov.scot/id/statistical-geography/S01012012,Pitlochry - 04,54.1,13.5,16.8,14.5,1
http://statistics.gov.scot/id/statistical-geography/S01009361,Pitreavie,28.5,8.6,41.2,21.6,0
http://statistics.gov.scot/id/statistical-geography/S01009358,Pitreavie Castle East and Heathery,100,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009357,Pitreavie Castle West,66.7,15.8,7.1,10.4,0
http://statistics.gov.scot/id/statistical-geography/S01009299,Pittencrieff,6.6,73.4,7.6,12.4,0
http://statistics.gov.scot/id/statistical-geography/S01009703,Pittenweem East,15.2,28.4,31,25.4,0
http://statistics.gov.scot/id/statistical-geography/S01009704,Pittenweem West,27.3,19.7,22.3,30.6,0
http://statistics.gov.scot/id/statistical-geography/S01009583,Pitteuchar Central,0,5.9,0,94.1,0
http://statistics.gov.scot/id/statistical-geography/S01009582,Pitteuchar North East,0,0,0,100,0
http://statistics.gov.scot/id/statistical-geography/S01009586,Pitteuchar South,26,8.7,0.6,64.7,0
http://statistics.gov.scot/id/statistical-geography/S01009581,Pitteuchar South East,11.5,7.4,0,81,0
http://statistics.gov.scot/id/statistical-geography/S01009585,Pitteuchar West,0.2,0,0,99.5,0.2
http://statistics.gov.scot/id/statistical-geography/S01009580,Pitteuchar Woods,39.5,15.7,34,10.7,0
